,date,is_about_hp,text,preprocessed_text,score_vader,vader_class
396,2016-06-19,False,"RT @LyraMcKee: If you live in Scotland, Wales, or NI, you need to consider this. EU money practically rebuilt NI after the conflict https:/…",live scotland wale ni need consider eu money practically rebuilt ni conflict,-0.3182,negative
397,2016-06-19,False,"RT @TomLondon6: Leave want to ""slash regulation, red tape"". Sounds good but what it really means is slash workers' rights and their health…",leave want slash regulation red tape sound good really mean slash worker right health,-0.0516,negative
398,2016-06-19,False,RT @RhonddaBryant: Sorry Michael Gove but your campaign (especially lies about Turkey) is of a piece with Farage poster. Febrile populism i…,sorry michael gove campaign especially lie turkey piece farage poster febrile populism,-0.0772,negative
399,2016-06-19,False,"RT @RetroAperture: ""Nowt to do with me, Guv..."" says the man who told everyone to ignore facts. https://t.co/8WlxJy9QlR",nowt guv say man tell everyone ignore fact,-0.3612,negative
400,2016-06-19,False,"RT @georgeeaton: Osborne condemns Farage's ""disgusting and vile poster"" and Leave's scaremongering over ""millions"" coming from Turkey. #Pes…",osborne condemns farage disgust vile poster leave scaremongering million come turkey pe,-0.91,negative
401,2016-06-19,False,"RT @StrongerIn: Leading campaigners, politicians and trade unionists say reject division and vote Remain https://t.co/qF4he4U6s9 https://t.…",lead campaigner politician trade unionist say reject division vote remain,-0.4019,negative
402,2016-06-19,False,"RT @BBCBreaking: ""She will live on through all the good people in the world"" - sister of #JoCoxMP 
https://t.co/UV5mtXqXqm https://t.co/dD7…",live good people world sister jocoxmp,0.4404,positive
403,2016-06-19,False,"RT @StrongerIn: North East Journal: ""don’t gamble with the future of our region &amp; our children. Vote Remain"" https://t.co/u2tHmLhdUs https:…",north east journal gamble future region amp child vote remain,0.0,neutral
404,2016-06-19,False,"RT @RCorbettMEP: #marr #Gove’s Dirty Dozen outright fibs on #EUreferendum :
https://t.co/gxSznlZ6uA",marr gove dirty dozen outright fib eureferendum,-0.4404,negative
405,2016-06-19,False,"RT @RobDotHutton: Gove says he hopes a Leave vote would be ""an affirmation of faith and hope in Britain."" https://t.co/mRlo9R22nQ",gove say hope leave vote would affirmation faith hope britain,0.8126,positive
406,2016-06-19,False,RT @Sunday_Mail: Our front page. Why we back a Remain vote in the #EUref https://t.co/O9SpyFOhMp,front page back remain vote euref,0.0,neutral
407,2016-06-19,False,"RT @StrongerInPress: .@nsoamesmp: All the experts, from Bank of England to IFS, agree UK economy and jobs would be damaged if we leave #Str…",expert bank england ifs agree uk economy job would damage leave str,-0.2263,negative
408,2016-06-19,False,RT @euanmccolm: i want my country back. my @scotonsunday column: https://t.co/j9olrfceL8,want country back column,0.0772,positive
409,2016-06-19,False,"RT @NickCohen4: ""The atmosphere is foul. It is as if  the sewers have burst."" Me in the Observer on Brexit
https://t.co/elWlgUP5Hr",atmosphere foul sewer burst observer brexit,0.0,neutral
410,2016-06-19,,"Not every night, but we're still perfecting it, so I need to be there! Hope you enjoyed it.  https://t.co/BuE8obfFyn",every night still perfect need hope enjoy,0.8689,positive
411,2016-06-19,False,RT @HPPlayLDN: It seems the Force was with us this evening! https://t.co/Oe33m65XNm,seem force u even,0.0,neutral
412,2016-06-18,False,RT @InterestingLit: Three things in human life are important. The first is to be kind. The second is to be kind. And the third is to be kin…,three thing human life important first kind second kind third kin,0.8225,positive
413,2016-06-17,False,"RT @euanmccolm: bernard kenny, hero: https://t.co/X0JrUVusbw",bernard kenny hero,0.5574,positive
414,2016-06-17,False,RT @BBCNews: IMF says EU exit 'largest near-term risk' to British economy https://t.co/ou9n1ndzQt,imf say eu exit large near term risk british economy,-0.2732,negative
415,2016-06-17,,@TVSanjeev @Baddiel DM X,dm,0.0,neutral
416,2016-06-17,,@TVSanjeev @Baddiel Nor me. Genius.,genius,0.0,neutral
417,2016-06-17,,"@Baddiel 10/10, would watch again X",would watch,0.0,neutral
418,2016-06-17,False,"RT @hughlaurie: I hate this referendum, for turning a question of unfathomable complexity into Lord of the Flies.",hate referendum turn question unfathomable complexity lord fly,-0.5719,negative
419,2016-06-17,,"I was so in need of a good laugh. Thank you, @Baddiel, for your brilliant, funny, emotional show xxx",need good laugh thank brilliant funny emotional show xxx,0.946,positive
420,2016-06-17,,"By @MarinaHyde. Exactly.

https://t.co/Xzs1d8Wugu",exactly,0.0,neutral
421,2016-06-17,,From the Lancet #StrongerIn https://t.co/VvLsvJCQHT,lancet strongerin,0.0,neutral
422,2016-06-17,False,"RT @HKesvani: Also remember that *this* is part of the problem - massive, fake refugee-baiting front pages, and minor apologies: https://t.…",also remember part problem massive fake refugee bait front page minor apology,-0.6808,negative
423,2016-06-17,False,RT @JohnRentoul: OECD Secretary-General to @mehdirhasan https://t.co/GkVJqY6Pyc https://t.co/TPuzyoEL4O,oecd secretary general,0.0,neutral
424,2016-06-17,False,RT @scotinstitute: New Report @scotinstitute: #Brexit would lead to deteriorating working conditions &amp; rise of health bills: https://t.co/F…,new report brexit would lead deteriorate work condition amp rise health bill,0.0,neutral
425,2016-06-17,False,"RT @Freedland: If you inject enough poison into the political bloodstream, somebody will get sick. My piece on the murder of Jo Cox https:/…",inject enough poison political bloodstream somebody get sick piece murder jo cox,-0.91,negative
426,2016-06-17,False,"RT @ProfTomkins: Two views about immigration. First, Jo Cox's view: considered, compassionate, calm, measured https://t.co/NVquSINEDq",two view immigration first jo cox view consider compassionate calm measure,0.6705,positive
427,2016-06-17,False,"RT @ProfTomkins: Second, Nigel Farage's view. Immoderate, intolerant, and chillingly wrong https://t.co/h28dzKZT56",second nigel farage view immoderate intolerant chillingly wrong,-0.4767,negative
428,2016-06-17,False,"RT @MichaelPDeacon: Jo Cox, and the rubbish we talk about MPs being ""only in it for themselves"". https://t.co/UYm4qY0BhZ https://t.co/V1ssr…",jo cox rubbish talk mp,0.0,neutral
429,2016-06-16,False,"RT @BBCRadio4: ""She was brave, funny, and clever."" @BBCLauraK remembers MP Jo Cox, who was killed today: https://t.co/xZBGu5K56Y https://t.…",brave funny clever remembers mp jo cox kill today,0.5574,positive
430,2016-06-16,False,RT @BBCNews: Hundreds of people pack into a Birstall church for emotional vigil for Labour MP Jo Cox https://t.co/AhNZI30rUD https://t.co/W…,hundred people pack birstall church emotional vigil labour mp jo cox,0.1531,positive
431,2016-06-16,False,"RT @GabbyGiffords: Absolutely sickened to hear of the assassination of Jo Cox. She was young, courageous, and hardworking. A rising star, m…",absolutely sicken hear assassination jo cox young courageous hardworking rise star,-0.6068,negative
432,2016-06-16,False,RT @HuffPostUK: Jo Cox's husband: MP would want us to 'unite to fight against the hatred that killed her' https://t.co/Bf3EzaO3Va https://t…,jo cox husband mp would want u unite fight hatred kill,-0.9042,negative
433,2016-06-16,False,RT @Channel4News: Charities are paying tribute to the humanitarian efforts of Jo Cox MP https://t.co/gYKgZypEiJ,charity pay tribute humanitarian effort jo cox mp,0.34,positive
434,2016-06-16,False,RT @alexmassie: A day of infamy. https://t.co/2WBpwrGEv5 https://t.co/Y5jc4ZgJaQ,day infamy,0.0,neutral
435,2016-06-16,False,RT @fhollande: J'exprime ma profonde émotion après l'assassinat de Jo Cox. J'adresse mes condoléances à sa famille et ma solidarité au peup…,exprime profonde émotion après assassinat de jo cox adresse me condoléances sa famille et solidarité au peup,0.0,neutral
436,2016-06-16,False,"RT @Channel4News: ""We have far more in common than that divides us."" The words of Labour MP Jo Cox.
https://t.co/ekQ3FQ7wFf",far common divide u word labour mp jo cox,0.0,neutral
437,2016-06-16,False,RT @richardjgodwin: It's the Tory revenge on modernity. Cameron must go down as the dimmest PM in recent British history for calling it. ht…,tory revenge modernity cameron must go dim pm recent british history call ht,-0.5267,negative
438,2016-06-16,False,"RT @sunny_hundal: BTW, this shows Syrian refugees (escaping ISIS) going from Slovenia into Croatia, not the UK. We have border control http…",btw show syrian refugee escape isi go slovenia croatia uk border control,0.1779,positive
439,2016-06-16,False,"RT @Robert___Harris: How foul this referendum is. The most depressing, divisive, duplicitous political event of my lifetime. May there neve…",foul referendum depress divisive duplicitous political event lifetime may neve,-0.4939,negative
440,2016-06-16,False,RT @NickCohen4: Anyone who naively believes that there are not the most contemptible people in Britain should read this https://t.co/UIqOMY…,anyone naively believe contemptible people britain read,-0.3818,negative
441,2016-06-16,False,RT @JournoStephen: Next Thursday is a vote on the European Union. It's also a referendum on this poster. https://t.co/8Svp58PDj4,next thursday vote european union also referendum poster,0.0,neutral
442,2016-06-16,,https://t.co/r36O0C25OK,,0.0,neutral
443,2016-06-15,False,RT @tomedwardsWN: Have a read of this and tell me you aren't touched. This appeared in a Dutch newspaper today. A great nation. #EURef http…,read tell touch appear dutch newspaper today great nation euref,0.6249,positive
444,2016-06-15,False,"RT @FT: The FT's View: ""This is not time to revert to little England. The vote must be 'Remain.'"" https://t.co/eHrMx1K5OQ https://t.co/AhMH…",ft view time revert little england vote must remain,0.0,neutral
445,2016-06-15,False,RT @arobertwebb: The clearest and best thing I've read about the EU referendum. Please read this if undecided.  https://t.co/L34VkPlY6w,clearest best thing read eu referendum please read undecided,0.6808,positive
446,2016-06-15,False,"RT @StrongerIn: Brexit cost to NHS could be 1/4 of its annual budget within 4 years, new analysis shows: https://t.co/50EtSrXxeq https://t.…",brexit cost nh could annual budget within year new analysis show,0.4939,positive
447,2016-06-15,False,RT @StrongerIn: The BMJ break with tradition to declare their position: vote REMAIN on 23 June for our NHS. https://t.co/JMO0nwqoqw https:/…,bmj break tradition declare position vote remain june nh,0.4939,positive
448,2016-06-15,False,"RT @StrongerIn: From more jobs &amp; lower prices to safer streets and workplaces, being in the EU is great for everyone: https://t.co/dHyUQpE0…",job amp low price safe street workplace eu great everyone,0.7096,positive
449,2016-06-15,False,RT @StrongerIn: Gove wants us to trade like Albania - even the Albanian Prime Minister said this is a bad idea. #bbcqt https://t.co/8USNSZe…,gove want u trade like albania even albanian prime minister say bad idea bbcqt,-0.1779,negative
450,2016-06-15,False,RT @StrongerIn: The alternatives to being in the EU offer by the leave campaign would hit UK businesses &amp; families https://t.co/u8sJ1VLhCY…,alternative eu offer leave campaign would hit uk business amp family,-0.0516,negative
451,2016-06-15,False,"RT @FT: FT View: ""This is not time to revert to little England. The vote must be 'Remain.'"" https://t.co/lrde2RKFN6 https://t.co/IjZbHcjvPK",ft view time revert little england vote must remain,0.0,neutral
452,2016-06-15,False,"RT @StrongerIn: ONE FIFTH of medical research is funded by the EU, and at risk if we vote to leave it: https://t.co/50EtSrXxeq https://t.co…",one fifth medical research fund eu risk vote leave,-0.3182,negative
453,2016-06-15,False,"RT @PaulbernalUK: This is what you're voting for, #Brexit people on the left. This. https://t.co/FcYbJy7pGb",vote brexit people leave,-0.0516,negative
454,2016-06-15,False,"RT @NickCohen4: Actually this @alexmassie piece on England and the Brexiters is just magnificent 
https://t.co/qayVyGFrK7",actually piece england brexiters magnificent,0.5994,positive
455,2016-06-15,False,RT @Paul1Singh: #VoteLeave’s fantasy of a peaceful Brexit isn’t worth the paper it’s written on https://t.co/UQIBkgE8C0,voteleave fantasy peaceful brexit worth paper write,0.6249,positive
456,2016-06-15,,.@alexmassie nails the issues around #Brexit. This says it all.  2/2 https://t.co/LuusmsptD2,nail issue around brexit say,0.0,neutral
457,2016-06-15,,"My preferred option won! Anyway, I don't need to write what I think about the prospect of Brexit because... 1/2 https://t.co/63td6lbqIg",prefer option anyway need write think prospect brexit,0.296,positive
458,2016-06-15,,This is what we give up if we leave. #Remain https://t.co/4dqY0GeYRw,give leave remain,-0.0516,negative
459,2016-06-15,False,RT @candidaj: Johnny Vegas nails it! Thanks to @DanJarvisMP for the tip. @StrongerIn   @tootinglabour https://t.co/acVE6K5HIT,johnny vega nails thanks tip,0.4404,positive
460,2016-06-15,,"Just so we're all clear, the 23rd may well decide the fate of two unions, not one. #StrongerIn https://t.co/OfJvxi7nh4",clear rd may well decide fate two union one strongerin,0.5719,positive
461,2016-06-15,,@youngvulgarian a) yes and b) how have you held off this long?,yes hold long,0.4019,positive
462,2016-06-15,False,"RT @PhilipPullman: ... the way for a much greater monster behind them, that not even they suspect is there. This is Germany in the 1920s. H…",way much great monster behind even suspect germany,0.4404,positive
463,2016-06-15,False,"RT @PhilipPullman: It feels almost as if this country is sleepwalking into a far Right nightmare, with swivel-eyed ghouls like Gove and Joh…",feel almost country sleepwalk far right nightmare swivel eyed ghoul like gove joh,0.3612,positive
464,2016-06-15,,@youngvulgarian I saw this and assumed I was already drunk.,saw assume already drunk,-0.34,negative
465,2016-06-15,,The right wingers gambling so freely with the lives of the poorest make it clear *they're* not paying more tax. https://t.co/3dOzyVauXQ,right winger gamble freely live poor make clear pay tax,0.25,positive
466,2016-06-15,,@JamieRoss7 Oy.,oy,0.0,neutral
467,2016-06-15,False,"RT @StrongerIn: .@sadiqkhan is backing REMAIN as it is the best way to protect jobs, wages &amp; workers' rights https://t.co/X3CgMRZy3z https:…",back remain best way protect job wage amp worker right,0.7783,positive
468,2016-06-14,False,RT @LailaLalami: A bouncer at the Pulse night club helped save dozens of lives. He is a Marine vet and his name is Imran Yousuf: https://t.…,bouncer pulse night club help save dozen live marine vet name imran yousuf,0.7096,positive
469,2016-06-14,,That's a wonderful thing to hear. Thank YOU x https://t.co/bCaBGqr0oZ,wonderful thing hear thank,0.7351,positive
470,2016-06-14,False,"RT @StrongerIn: If we voted to leave the EU, we’d lose access to the European Arrest Warrant – hurting UK security https://t.co/qPFiKTybsG…",vote leave eu lose access european arrest warrant hurt uk security,-0.743,negative
471,2016-06-14,False,"RT @StrongerIn: From China &amp; India to the USA &amp; Italy, world leaders agree that the UK is better off IN. #EUDEbate  https://t.co/mcgFhN5F1U",china amp india usa amp italy world leader agree uk good eudebate,0.6597,positive
472,2016-06-14,False,RT @The_TUC: Our NHS is safer in the EU says the TUC's @FrancesOGrady #NHSsaferIN https://t.co/2OQPoLMIBH https://t.co/kxnCDEX8wb,nhs safer eu say tuc nhssaferin,0.4215,positive
473,2016-06-14,False,"RT @alexmassie: Vote Leave election broadcast going heavy on marauding Turks. Also marauding Albanaians. And marauding Macedonians. Cheery,…",vote leave election broadcast go heavy marauding turk also maraud albanaians maraud macedonian cheery,0.5267,positive
474,2016-06-14,,"@AndyMedcalf Me too. Apologies again, I visited your timeline and felt awful! Fingers and everything else crossed for the 23rd. #StrongerIn",apology visit timeline felt awful finger everything els cross rd strongerin,-0.4215,negative
475,2016-06-14,False,"RT @StrongerIn: World-leading expert Stephen Hawking says we have more influence working together as part of the European Union:
https://t.…",world lead expert stephen hawk say influence work together part european union,0.0,neutral
476,2016-06-14,False,RT @hugorifkind: Yeah but that thing with the bananas though. https://t.co/ZKKt2Abfsr,yeah thing banana though,0.296,positive
477,2016-06-14,,"@euanmccolm Words to live by, Euan. Words to live by.",word live euan word live,0.0,neutral
478,2016-06-14,,"Please, if these are my followers, leave him alone. His only crime is being too good at parody... #StrongerIn https://t.co/8tiKy7UYWh",please follower leave alone crime good parody strongerin,-0.128,negative
479,2016-06-14,,".@AndyMedcalf Andy, I'm so sorry - didn't detect sarcasm because I was being deluged by people who were saying similar for real!",andy sorry detect sarcasm deluge people say similar real,-0.296,negative
480,2016-06-14,,@nickeardleybbc I lived in Paris for a year as a student. It's one of my favourite places on earth.,live paris year student one favourite place earth,0.0,neutral
481,2016-06-14,,A fan writes. https://t.co/X51UZ3NGm9,fan writes,0.3182,positive
482,2016-06-14,,"@rowlinglibrary @PrythianBworm Actually, she's not. She's working on her novel and wondering where in France she'd like to live.",actually work novel wonder france like live,0.5859,positive
483,2016-06-14,False,"RT @sunny_hundal: Tory MP Priti Patel said ""let me be clear"" 9 times in 6 min this morning, while being utterly unclear about EU money http…",tory mp priti patel say let clear time min morning utterly unclear eu money,0.079,positive
484,2016-06-14,,So #Brexit will create Eden? Which way are the far right in Britain casting their vote? #Remain https://t.co/GIa96emkhY,brexit create eden way far right britain cast vote remain,0.2732,positive
485,2016-06-14,,"Indeed, I'm intending to exercise my free vote in this referendum to decry the lack of democracy round these parts. https://t.co/vedNExBfez",indeed intend exercise free vote referendum decry lack democracy round part,0.25,positive
486,2016-06-14,,I don't want to leave a union that has brought more peace and stability to the region than it has ever known #Remain https://t.co/lsPqxUKe7k,want leave union bring peace stability region ever know remain,0.5574,positive
487,2016-06-14,,Me too. Good luck with yours xx https://t.co/x5QZ088bwA,good luck xx,0.7096,positive
488,2016-06-14,,"This, by AA Gill, is brilliant. I agree with every word.

https://t.co/y8XCjpnDMn https://t.co/cnBvUaXw7b",aa gill brilliant agree every word,0.743,positive
489,2016-06-14,,"This seems to make take care of the economy/jobs point. #StrongerIn
https://t.co/m8MSTK8eIV",seem make take care economy job point strongerin,0.4939,positive
490,2016-06-14,,"@dhothersall I'll count that as a spoiled ballot paper, Duncan.",count spoil ballot paper duncan,0.0,neutral
491,2016-06-14,,"@davieclegg We'll talk once the votes are in, but I'm definitely leaning towards d).",talk vote definitely leaning towards,0.4019,positive
492,2016-06-14,,"If you were working on your novel and someone contacted you to write something arguing against #Brexit, would you:",work novel someone contact write something argue brexit would,-0.0258,negative
493,2016-06-13,False,"RT @PinkNews: Dear Homophobes: you might have guns, but we have love and magic. #Orlando #LoveIsLove @jk_rowling https://t.co/Bi9EDD4bs3",dear homophobe might gun love magic orlando loveislove,0.6597,positive
494,2016-06-13,False,RT @catholicgirl123: @jk_rowling Thank you for your kind words. Luis was a great person and a awesome wizard. He loved helping every guest…,thank kind word luis great person awesome wizard love help every guest,0.9682,positive
495,2016-06-13,True,"RT @Bandmom11: @jk_rowling Luis was one of the 1st people we met at UO Jan1. Sweet, genuine, and enthusiastic. Fellow Gryffindor.",luis one st people meet uo jan sweet genuine enthusiastic fellow gryffindor,0.7351,positive
496,2016-06-13,,#LoveIsLove #OrlandoLove https://t.co/G3ox5RUbyv,loveislove orlandolove,0.0,neutral
497,2016-06-13,False,RT @pulseorlando: #PrayForOrlando  https://t.co/jOQyKzIeNL,prayfororlando,0.0,neutral
498,2016-06-13,,#LoveIsLove https://t.co/Gr9jXGHI63,loveislove,0.0,neutral
499,2016-06-13,False,RT @KDoubleEwes: @megadis13 @jk_rowling I remember him from my last trip. So lovely.I bet there are many of us all over the world crying fo…,remember last trip lovely bet many u world cry fo,0.1779,positive
500,2016-06-13,False,RT @JohnConnonActs: @jk_rowling Thank you for your tweet about Luis. He was our friend and it is unbearable. Your Wizarding World was his w…,thank tweet luis friend unbearable wizard world,0.6908,positive
501,2016-06-13,True,"RT @tufayel: Universal Orlando statement on Luis Vielma, Harry Potter ride worker that died in #Orlando shooting. @jk_rowling https://t.co/…",universal orlando statement luis vielma harry potter ride worker die orlando shooting,-0.5994,negative
502,2016-06-13,,"@jennycolgan that's my fallback plan, because I've also kept my typing speeds up. Shorthand's deteriorated, mind.",fallback plan also keep type speed shorthand deteriorate mind,0.0,neutral
503,2016-06-13,False,RT @AWreckingPaul: @jk_rowling he complimented me on my @bendelacreme tshirt at universal. I can't believe such a kind soul is gone.,compliment tshirt universal believe kind soul go,0.7579,positive
504,2016-06-13,False,"RT @sarahBijouClub: @jk_rowling @JMuniz822 had the pleasure of meeting him last week on my holidays, he was SO nice to my son, such a lovel…",pleasure meeting last week holiday nice son lovel,0.8481,positive
505,2016-06-13,False,"RT @melissagibbo: @jk_rowling Trust me, you would have loved him. He was the guy in the breakroom you liked four seconds after walking in.",trust would love guy breakroom like four second walk,0.875,positive
506,2016-06-13,,I'm praying Tony pulls through. My thoughts are with all of you #LoveIsLove #Orlando https://t.co/JLSBMWRrfJ,pray tony pull thought loveislove orlando,0.3182,positive
507,2016-06-13,,"@JMuniz822 I'm so, so sorry. My heart goes out to you, all his friends and his poor family.",sorry heart go friend poor family,-0.0516,negative
508,2016-06-13,True,Luis Vielma worked on the Harry Potter ride at Universal. He was 22 years old. I can't stop crying. #Orlando https://t.co/Nz2ZCWxNsS,luis vielma work harry potter ride universal year old stop cry orlando,-0.6486,negative
509,2016-06-12,,"@kumailn Thank you xx  Very happy to be an inspiring screw up, just don't want to be repackaged as a smug rulebook...",thank xx happy inspire screw want repackaged smug rulebook,0.891,positive
510,2016-06-12,,"God, I hate this stuff. I've winged it my whole life. I've messed up regularly. There are no rules. Do your thing. https://t.co/RtS3N5CFrA",god hate stuff wing whole life mess regularly rule thing,-0.6249,negative
511,2016-06-12,False,"RT @rezaaslan: ""Appreciate the congrats."" 50 dead you soulless creep.  https://t.co/LdDlRqrMv9",appreciate congrats dead soulless creep,0.2023,positive
512,2016-06-12,True,RT @AmandaLaGRINGA: I do solemnly swear to #KeepTheSecrets...but I will say WOW! #HarryPotter #CursedChild #HarryPotterAndTheCursedChild ht…,solemnly swear keepthesecrets say wow harrypotter cursedchild ht,0.6597,positive
513,2016-06-11,,"This is everything. You don't know how much those words mean to me, tonight in particular. You better be Batman xxx https://t.co/hMP1l89EVc",everything know much word mean tonight particular good batman xxx,0.4404,positive
514,2016-06-11,,"Thank you, that means the world to us! https://t.co/GW4VqZ7Nqm",thank mean world u,0.3612,positive
515,2016-06-11,,"If demand is there - remember, it's still at preview stage! - it will run for a long time AND tour - you'll see it! https://t.co/Vi4NMyCKLD",demand remember still preview stage run long time tour see,-0.128,negative
516,2016-06-11,,Keep watching! https://t.co/W0tHKp6Ro8,keep watching,0.0,neutral
517,2016-06-11,True,This is Harry Potter. Generous fans greatly outnumber the Wormtails. https://t.co/4ABlJDZgBZ,harry potter generous fan greatly outnumber wormtails,0.6808,positive
518,2016-06-11,,@DARRELLLLL https://t.co/XhGJofjTIu,,0.0,neutral
519,2016-06-11,True,"To the audience who kept their promise to #KeepTheSecrets of #CursedChild, thank you from the whole company! https://t.co/FxCkV4kNgT",audience keep promise keepthesecrets cursedchild thank whole company,0.5859,positive
520,2016-06-11,,"@JournoStephen @StewartMcDonald @gordonhawthorn Down, boy.",boy,0.0,neutral
521,2016-06-11,,@StewartMcDonald @JournoStephen @gordonhawthorn Yum,yum,0.0,neutral
522,2016-06-11,,"@StewartMcDonald @JournoStephen @gordonhawthorn Like the theatre, except no ice cream.",like theatre except ice cream,0.3612,positive
523,2016-06-11,,@StewartMcDonald @JournoStephen I'd *so* watch that.,watch,0.0,neutral
524,2016-06-11,,"@StewartMcDonald @JournoStephen Bless him, let him have a go.",bless let go,0.4215,positive
525,2016-06-11,False,RT @guardian: Top economists warn sterling could fall by a third if Britain leaves EU https://t.co/kBvkkCsknd,top economist warn sterling could fall third britain leave eu,0.0516,positive
526,2016-06-11,,"Those people shame their cause and the country they claim to care about. For what it's worth, have a (((((hug))))) https://t.co/yaB8huWGCB",people shame cause country claim care worth hug,0.6249,positive
527,2016-06-11,False,RT @MichaelPDeacon: Michael Gove stands up to Britain's greatest enemy: the experts. My column: https://t.co/2OmGVoXaXp https://t.co/JhHeQY…,michael gove stand britain great enemy expert column,0.1531,positive
528,2016-06-11,False,RT @Paul1Singh: Experts eh. What do they know! #Gove #VoteRemain https://t.co/nt70NbIp8l,expert eh know gove voteremain,0.0,neutral
529,2016-06-11,,"'Facts versus bullshit' should be an easy win for facts. Trouble is, bullshit's got a lot of angry mates. https://t.co/VB2TyJN9zu",fact versus bullshit easy win fact trouble bullshit get lot angry mate,-0.7845,negative
530,2016-06-11,,"The only thing scarier than people who are anti-knowledge, anti-facts and anti-experts are the ones who boast of it. https://t.co/wxu0XTULbH",thing scary people anti knowledge anti fact anti expert one boast,-0.8442,negative
531,2016-06-11,False,"RT @StrongerIn: WATCH: The only consistent thing about the Leave campaign is their chorus of “we just don’t know”
https://t.co/q2OmRNu1V0",watch consistent thing leave campaign chorus know,-0.0516,negative
532,2016-06-11,False,"RT @StrongerIn: WATCH: Yvette Cooper makes the Labour case for staying #StrongerIn Europe for workers' rights &amp; the NHS
https://t.co/X6TBOr…",watch yvette cooper make labour case stay strongerin europe worker right amp nh,0.4939,positive
533,2016-06-11,False,RT @StrongerInPress: 13 of UK's Nobel prize-winning scientists: Being in EU is good for British science and good for Britain #StrongerIn ht…,uk nobel prize win scientist eu good british science good britain strongerin ht,0.9169,positive
534,2016-06-11,False,RT @EscapologistGl: Why Hermione is Noma Dumezweni and @EmWatson and @jk_rowling and me. https://t.co/coUvQSXYbe #cursedchild https://t.co/…,hermione noma dumezweni cursedchild,0.0,neutral
535,2016-06-10,False,"RT @GreekAnalyst: .@DerSPIEGEL playing the ""Bitte Schön!!!"" card against #Brexit. As a Greek, I can't help but feel overly jealous. https:/…",play bitt schön card brexit greek help feel overly jealous,0.2732,positive
536,2016-06-10,,"@JRhodesPianist Love it as much as I love Pzizz, which I got on your recommendation. Best I've used by a mile xx",love much love pzizz get recommendation best use mile xx,0.9274,positive
537,2016-06-10,,"@ArtyBagger Wow, Mu! x",wow mu,0.5859,positive
538,2016-06-10,,"We found the best actress and she's black. Bye bye, now. https://t.co/1fGmP5znHP",find best actress black bye bye,0.6369,positive
539,2016-06-10,False,"RT @HPPlayLDN: Don’t forget, you can enter the #FridayForty at 1pm for your chance to get £15 tickets for performances next week https://t.…",forget enter fridayforty pm chance get ticket performance next week,0.0258,positive
540,2016-06-10,False,RT @sam_clemmett: Thanks to everyone who came to the first preview of @HPPlayLDN And thank you for all your lovely comments. You were an am…,thanks everyone come first preview thank lovely comment,0.8481,positive
541,2016-06-10,,There's no need to whisper!  https://t.co/sBE4j0kMpi,need whisper,0.0,neutral
542,2016-06-10,,"This is awesome. Watch this. Sexual consent explained in terms of making a cup of tea. Seriously. Watch.
 https://t.co/WryaQOeEod",awesome watch sexual consent explain term make cup tea seriously watch,0.6486,positive
543,2016-06-10,False,RT @lumos: When #orphanages are run as businesses there is an increased risk of #trafficking – read our submission to EU here https://t.co/…,orphanage run business increase risk traffic read submission eu,0.0516,positive
544,2016-06-10,,@AlwaysJLover Well done you 😘,well do,0.2732,positive
545,2016-06-10,,"Oh, TEA party. For a moment there I thought you meant, you know, Tea Party. Which would have been weird. https://t.co/cPm4vewTjd",oh tea party moment think meant know tea party would weird,0.5719,positive
546,2016-06-10,,😘😘😘 https://t.co/2aA5eWOHRj,,0.0,neutral
547,2016-06-10,,"@akaegi I'm sorry I had to walk past so fast, security wanted me out of there! Thank YOU. I hope you enjoyed it?",sorry walk past fast security want thank hope enjoy,0.875,positive
548,2016-06-10,False,"RT @JolyonMaugham: The costs of #Brexit will fall on the poor, the advantages of #Brexit will accrue to the rich. https://t.co/4eEbioaC3M",cost brexit fall poor advantage brexit accrue rich,0.3612,positive
549,2016-06-09,,"@MattyJPHarborne it really isn't, because this is a play, not the 8th movie.",really play th movie,0.4005,positive
550,2016-06-09,True,"One of the most beautiful Potter-related things ever. 

I'm not crying. YOU'RE crying. #CormacSeachoy https://t.co/lmz9k4QaPL",one beautiful potter relate thing ever cry cry cormacseachoy,-0.3182,negative
551,2016-06-09,,Gorgeous! https://t.co/BE8JcAzuW8,gorgeous,0.6124,positive
552,2016-06-09,False,"RT @Gary_Bainbridge: COLUMN: Why voting Leave is reckless and selfish. 
https://t.co/GqvMG2HfqD",column vote leave reckless selfish,-0.7184,negative
553,2016-06-08,,@kellydrbrown Happy birthday Kelly! Jx,happy birthday kelly jx,0.5719,positive
554,2016-06-08,,"Try the #FridayForty - forty of the best seats in the theatre at very low prices, released every Friday. Good luck! https://t.co/t6jJu3Nwdf",try fridayforty forty best seat theatre low price release every friday good luck,0.8402,positive
555,2016-06-08,,"In no small part thanks to you, Albus! https://t.co/O5ZU2R4d8r",small part thanks albus,0.4404,positive
556,2016-06-08,True,"If you don't want #CursedChild spoilers, avoid @Hypable. #Wormtaily.",want cursedchild spoiler avoid wormtaily,-0.2263,negative
557,2016-06-08,,Não seja o Rabicho #KeepTheSecrets,não seja rabicho keepthesecrets,0.0,neutral
558,2016-06-08,,"So, reaction to first preview was... wonderful. Feedback is fans really do want to #KeepTheSecrets for each other's sake. #DontBeWormtail",reaction first preview wonderful feedback fan really want keepthesecrets sake dontbewormtail,0.7645,positive
